Farmer No.,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52
765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,811","12,239","10,564","10,396","11,517","9,570","29,402","30,290","35,157","29,481","34,840","31,236","26,043","24,025","27,932","19,836","17,675","16,423","14,558","16,153","14,989","14,885","16,140","11,090","12,706","16,266","26,508","19,927","17,000","14,619","18,895","20,169","18,828","17,068","10,805","17,112"
766,"1,244","1,703","4,147","3,439","4,159","8,255","5,562","6,193","6,081","14,226","9,990","4,998","10,206","11,913","4,041","3,478","1,431","1,736","1,744","9,971","8,696","7,331","10,506","8,852","9,113","6,950","9,267","8,321","1,478",331,"3,811",0,0,619,"1,975","2,856","1,265",210,0,0,0,0,498,"4,970","5,202","4,992","4,480","4,268","5,764","4,766","1,806","5,613"
767,"3,214","11,955","16,759","21,813","11,136","17,987","25,319","38,368","23,827","55,915","42,725","30,551","23,417","59,125","44,156","68,637","91,564","109,321","174,273","133,852","135,274","111,529","136,323","205,991","185,519","142,536","207,473","129,091","107,435","71,039","69,242","57,016","53,670","41,702","8,976","6,600","3,298","3,126","1,383",0,0,0,0,0,0,0,0,0,"1,388",0,0,0
768,0,0,0,0,0,0,370,0,0,695,"1,631","2,155","1,161","1,833","1,842","1,457",920,"1,189","1,179",808,"2,055","3,160","2,831","3,984","3,212","5,095","7,458","3,696","2,046","6,419","2,749",911,"5,213","4,734",0,0,0,0,0,0,0,0,0,504,"3,575","8,510","4,938","6,225","5,903","4,881","1,523","3,887"
769,"10,661","9,758","19,634","20,443","14,931","20,897","27,217","24,286","18,234","32,860","15,984","18,620","24,329","42,715","37,883","54,534","72,343","50,060","54,324","60,154","58,598","55,976","63,857","52,797","57,303","52,935","63,350","63,634","62,103","55,823","38,506","32,215","11,211","8,490",782,"1,187",0,"3,325","5,330","11,292","10,932","3,648","6,079","12,016","3,217",394,0,"5,247","3,854","4,663","5,130","9,097"
770,201,609,"2,525",782,"1,130","6,516","3,593","2,928",0,"3,244","11,908","18,165","26,182","26,909","34,909","52,792","49,921","36,635","52,445","51,745","45,536","29,448","30,676","27,311","27,751","27,663","24,608","29,052","29,626","26,960","20,370","12,720","8,634","1,117",651,"1,612","1,345","2,197","1,440","3,275","1,427","2,263",0,"1,519","6,445","3,841",0,"3,082","1,137",0,812,904
771,"17,494","6,998","12,590","12,961","9,011","11,283","18,456","27,116","13,960","36,027","25,985","27,081","17,592","25,023","34,985","35,457","34,736","33,072","44,270","51,834","47,855","48,179","56,869","52,188","60,377","56,236","64,781","61,264","52,787","31,931","38,704","24,779","17,626","11,419","7,990","10,702","7,464","5,285","3,774","3,108","1,487",924,196,"1,263","1,407","2,538","2,223","3,346","8,662","5,833","1,157","7,590"
772,"15,646","16,328","12,581","21,676","36,933","63,694","75,464","83,833","42,301","73,262","55,096","62,231","39,827","32,122","22,085","25,583","31,493","40,346","33,691","34,973","41,165","43,037","26,629","33,779","61,292","59,939","56,987","52,066","57,493","55,226","53,987","26,148","35,710","27,570","13,914","5,760",0,0,0,0,0,0,0,"13,708","17,882","15,434","14,681","20,609","18,950","19,641","9,856","7,569"
773,"14,591","17,703","22,404","21,261","21,816","28,173","28,456","32,610","15,701","44,275","25,619","20,231","23,072","15,325","17,948","39,250","48,670","7,436","7,511","2,296","3,881","1,758","1,678","1,638","1,695","3,357","5,043","6,183","7,258","6,095","7,286","6,120","4,890","6,090","6,097","9,490","65,438","76,587","60,198","66,954","29,541","48,549","45,266","32,889","20,390",0,0,"8,613","35,242","40,879","39,603","39,310"
774,"30,332","82,314","121,200","121,305","69,909","110,624","132,171","128,748","71,474","153,749","96,508","110,718","86,510","203,318","672,154","667,555","504,133","301,122","434,614","342,714","393,329","287,424","285,467","360,463","261,717","263,251","305,036","342,629","221,252","238,807","154,142","90,499","91,458","32,075","1,157",0,"5,244","5,181","3,807","6,011","3,230","2,676","5,058","4,724","5,400","4,589","5,156","5,099","4,981","5,063","2,934","8,378"
775,547,523,291,547,288,288,355,884,666,497,0,0,0,"7,871","11,125","10,414","11,613","13,801","14,645","18,301","22,156","13,377","15,158","8,689","14,359","15,253","10,887","12,381","14,330","8,570","7,287","5,456","6,054","6,435","6,508","6,824","6,812","6,177","4,693","5,750","3,911","4,404","5,579","3,793","4,860","3,747","5,006","4,115","3,100",555,"2,142","1,151"
776,"9,273","5,207","9,903","17,415","13,090","14,811","15,747","13,667","2,796","7,278","2,232","2,680","2,151","2,799","3,173","2,774","7,134","7,271","7,101","15,829","20,067","14,832","16,805","19,938","17,954","14,196","20,619","19,864","17,538","11,531","9,425","2,680","3,887","1,359","2,373","4,201","3,463","4,443","2,282","3,981","3,550","2,474","2,439","2,742","5,283","7,063","4,529","4,961","4,378","4,222","2,452","3,814"
777,0,0,0,0,"8,794","7,730","10,362","7,760",0,"2,097",0,0,0,0,"14,792","19,677","25,770","15,533","22,846","38,727","44,902","48,375","86,703","93,299","84,588","81,318","100,926","106,026","107,341","82,630","97,227","79,581","72,188","56,340","58,651","64,094","75,795","76,099","89,823","82,932","80,117","70,852","86,466","85,237","75,648","82,158","76,558","68,688","51,166","52,063","55,955","53,549"
778,0,"5,126","4,969","7,783","1,489","9,682","6,409","8,968","7,586","17,136","10,780","15,394","8,898","14,731","18,250","21,147","21,890","19,510","28,717","36,382","28,384","19,043","15,941","19,994","39,707","27,048","63,660","66,266","61,727","38,497","50,858","26,189","26,147","4,046",0,"1,750","5,136",931,0,915,0,433,"1,300",0,0,0,0,0,"3,189","4,141","2,249","3,741"
779,306,576,"5,459","4,507","3,188","5,337","7,812","6,541","5,719","15,242","6,973","6,470","3,716","9,201","6,471","12,043","6,560","4,732","8,584","18,298","14,552","14,721","14,786","15,860","12,577","11,900","14,962","18,617","19,954","14,079","16,071","13,282","18,183","10,994","4,228","3,249","1,678","1,109","1,132","1,542","1,193",438,957,"1,131","1,538","1,761","2,440","2,128","5,100","4,053","1,123","5,473"
780,"2,869","1,043","1,222","2,538","5,464","1,397","2,846","3,243","1,300",795,635,"2,950","2,651","1,347","4,722","5,724","2,720","1,556",924,"2,309","7,422","4,522","2,510","2,030","2,345","1,307","2,781",0,0,0,830,452,0,0,0,156,938,"1,134",753,895,637,421,"1,096","1,598","2,472",0,0,472,450,"2,515","2,418","4,355"
781,"3,086",0,0,0,0,817,"3,742",0,0,989,0,0,0,0,0,0,415,0,0,856,"2,656",0,0,661,661,"25,955","52,190","47,206","22,495","20,659","24,760","21,723","17,965","11,532","4,538","5,858",0,0,0,0,0,0,0,"4,729","4,511",844,410,0,"14,184","17,537","11,697","15,155"
782,"31,393","27,176","27,060","28,604","14,947","37,558","34,577","37,891","13,238",0,0,0,"17,312","32,337","36,326","31,611","52,193","23,909","37,913","43,180","21,503","13,285","42,090","40,782","52,020","30,296","38,432","43,185","40,653","28,652","31,051","15,152","20,076","14,204","11,283","6,351","13,557","12,344","7,520","12,548","10,424","11,112","9,222","11,192","6,091","5,022","3,896","5,368","11,801","21,140","14,699","27,665"
783,"91,194","90,409","84,767","75,210","49,546",0,0,"38,460","33,143","65,782","71,194","80,212","45,662","63,412","109,754","126,551","118,362","120,351","115,942","109,844","108,434","110,241","110,631","111,272","108,061","111,988","102,318","108,994","104,170","98,479","110,459","100,459","103,891","117,554","71,418","67,434","29,460","33,107","29,075","13,890","5,535","16,946","25,196","9,454","9,778","13,206","19,395","6,133","29,442","29,613","8,904","55,513"
784,"16,060","9,196","4,847","4,466","2,638","10,430","3,224","5,738","4,307","16,446","16,923","24,519","14,348","17,055","20,768","26,025","13,130","4,827","12,710","14,853","18,970","19,421","32,881","40,250","32,749","19,697","25,296","21,201","24,673","13,909","17,248","12,425","23,368","6,187","7,096","16,066","27,704","23,844","17,500","27,425","1,673","1,141","1,294",0,"2,845","1,445",409,"1,858",265,"4,232","1,583","3,222"
785,"20,259","13,932","25,695","39,942","26,591","41,604","41,007","41,978","15,260","14,164","22,286","4,623",359,"1,181","26,683","72,562","71,455","44,563","55,946","56,052","63,232","39,128","31,147","7,229",0,"8,267","5,992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,404","32,460","25,879","41,481"
786,"3,125",906,731,123,533,"1,165","1,092","1,618","1,072","1,328","1,514","1,757","1,255","3,326","2,773",712,"1,947","1,966","2,769","2,261","2,713","2,039","2,914","1,065","2,117","3,709","7,849","7,820","5,972","4,488","5,368","6,356","6,589","5,216","5,948","6,716","7,120","2,702","1,401","2,920","3,586","4,753","4,300","5,277","4,818","5,125","4,325","5,008","5,789","5,154","4,201","5,726"
787,191,0,0,0,0,0,0,0,0,0,0,0,0,0,799,"1,258","1,307","1,258","2,040","2,486","3,719","3,291","3,081","3,242","3,986","4,129","4,283","4,072","3,995","4,144","3,856","3,360","2,917","1,987","1,692","1,194","2,193","1,745","1,477","1,650","1,137","1,378","1,207","1,508","1,190","1,084","1,523","1,512","1,465","1,572",964,"1,484"
788,"40,609","53,849","56,939","52,557","27,129","44,433","42,908","64,831","28,418","79,763","62,414","70,278","73,318","125,244","199,900","216,643","179,375","177,795","114,654","79,600","185,504","188,918","191,219","164,316","111,137","143,565","174,880","217,121","148,505","100,078","89,490","100,155","86,596","50,732","26,863","13,701","21,534","35,071","15,829","10,320","3,086",979,"1,239",0,"2,211","1,831",0,0,0,"18,118","3,474","1,163"
789,0,"9,537","35,806","60,444","41,928","51,358","54,612","47,430","36,849","77,717","63,918","54,762","60,697","75,492","92,851","91,124","114,925","85,186","108,184","103,168","118,816","105,427","114,656","111,155","87,930","94,581","124,972","120,069","112,229","86,880","91,467","46,178","37,264","10,975","11,053","5,265","2,700","2,263","1,373","3,208",832,"1,011","4,556","1,087","1,256","1,212","1,149","3,998","2,184",0,"1,228","1,777"
790,"16,574","10,414","9,357","11,772","12,271","14,714","19,236","21,560","13,906","29,616","19,657","18,926","18,272","20,941","22,384","23,757","22,911","22,794","28,866","28,581","29,164","26,044","28,612","31,974","33,215","29,304","33,091","35,886","34,253","35,811","34,260","27,027","29,642","30,794","24,226","33,111","28,029","28,126","27,847","28,584","22,854","24,545","28,034","29,255","23,080","19,822","19,066","16,013","12,930","13,510","12,204","10,472"
791,"35,801","31,120","34,035","29,891","18,461","24,017","27,427","21,404","12,902","27,108","14,800","13,029","7,776","11,184","6,391","7,009","8,509","7,227","9,185","15,013","10,413","8,448","11,185","8,653","14,645","10,368","16,040","25,204","29,051","19,621","18,965","22,221","23,672","21,985","7,132","4,914","9,523","7,210","2,199","4,418",0,"11,309","8,547","15,165","13,865","14,381","6,263","13,162","15,774","13,981",412,"10,207"
792,"4,045",0,"8,579","12,620","6,341","29,701",0,16,"17,874","73,240","68,826","72,012","63,234","68,498","108,250","97,573","98,088","62,951","93,269","87,174","83,189","79,690","93,031","93,352","108,486","107,916","98,593","92,389","114,023","90,097","81,503","56,030","44,104","33,555","20,525","26,212","17,955","11,336","7,190","6,132","9,304",0,"3,891","5,924","5,125","1,883","4,296",0,0,0,0,0
793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,685","10,769","9,925","8,692","6,251","5,067","5,970",0,837,"3,491","7,908","4,745","6,203","6,259","7,150","5,605","4,771",0,0,0,0,0
794,0,0,"30,440","25,850","20,708","45,961","37,985","49,875","28,204","80,747","107,984","106,129","89,033","101,438","118,908","152,237","137,067","127,625","171,160","143,696","154,964","122,096","146,097","129,440","151,124","116,668","118,661","71,049","67,261","48,538","62,029","45,242","37,855","26,362","24,566","24,383","13,377","14,810","13,800","29,397","17,850","20,573","21,061","26,516","18,537","15,018","13,596","12,348","16,565","11,077","6,329","12,652"
795,0,620,"1,183",388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,558","3,636","2,872","3,847","3,907","3,436","7,382","10,387","9,105","12,539","11,026","9,555","9,014","10,214","7,763","6,884","6,070","6,209","6,098","6,907","6,098","6,097","5,328","6,130","4,661","5,637","4,587","4,373","4,114","5,574","6,286","4,338","6,215"
796,0,"14,953","25,357","57,563","108,057","86,138","76,301","51,344","29,858","77,342","63,197","58,283","70,262","82,010","62,156","68,482","52,479","22,791","23,437","32,655","38,413","46,636","69,300","48,339","46,850","34,686","44,890","39,253","37,134","29,651","32,509","11,706","3,408",0,0,0,"6,070","22,971","10,545","22,172","11,089",0,"4,131","1,236","1,818","2,177","10,798","8,178","12,710","39,863","21,212","28,865"
797,"53,757","55,512","100,376","97,878","63,732","111,022","130,248","148,755","88,708","190,792","158,367","144,098","48,735","71,287","103,556","145,410","175,092","145,656","166,265","116,466","198,884","152,697","218,640","259,490","233,625","157,822","252,687","134,624","259,891","190,556","157,390","131,635","88,690","51,112","22,547","6,646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,"12,482","11,126","12,316","10,340","10,775","13,685","12,282","14,814","10,442","23,334","19,262","23,872","25,726","26,475","26,733","29,061","29,874","27,867","32,296","30,050","35,121","27,008","27,721","30,472","31,483","30,948","31,686","32,094","27,475","32,716","31,507","25,276","23,881","26,254","17,599","21,644","16,328","14,383","17,018","14,424","11,746","9,342","16,067","15,640","14,143","13,652","13,957","11,272","8,556","7,682","4,394","5,730"
799,"14,129","11,062","12,103","13,805","16,004","26,205","17,744","16,105","11,071","16,622","13,861","18,807","32,456","33,544","30,590","27,045","24,121","24,034","26,877","26,036","25,869","27,943","22,316","28,032","29,540","28,015","21,830","28,429","25,728","23,128","21,840","16,634","14,334","14,857","9,310","5,670","4,451","4,137","7,298","3,852","2,853","3,343","4,949","4,194","3,053","2,901","2,067","2,607","1,215","1,353",761,338
800,"54,445","61,722","52,268","53,870","48,906","30,099","26,589","26,874","15,455","36,804","28,143","27,697","32,342","38,209","51,894","53,488","51,796","55,726","53,623","41,049","43,902","58,901","57,712","46,236","34,831","38,633","37,095","31,051","31,199","23,097","18,602","25,918","18,287","19,489","11,209","10,353","10,804","4,735","6,408","5,971","5,516","4,108","2,666","3,506","1,506","3,889","4,301","2,373","4,147","2,710","2,454","9,342"
801,"76,624","96,930","103,517","107,671","97,331","109,422","111,372","111,226","67,455","140,861","103,911","113,580","100,424","129,919","137,917","162,670","194,874","168,710","148,629","144,099","197,343","172,001","237,077","268,695","273,355","229,831","182,545","162,602","165,003","136,930","121,594","91,003","107,983","55,712","26,001","20,482","6,652","5,461","8,100","11,932","2,150","25,200","12,009","3,864",0,"2,441",0,"48,632","44,399","32,577","17,873","26,621"
802,"1,466",399,0,0,0,0,0,0,0,0,0,0,0,312,"2,381","2,985","6,390","5,584","6,847","3,372","4,349","5,557","8,099","11,787","13,019","13,315","10,967","14,242","15,168","15,609","15,203","3,178","2,048",0,0,0,0,0,0,0,0,284,444,79,282,0,803,0,0,0,0,504
803,"14,632","97,142","20,524","10,060","10,047","11,676","9,611","26,374","17,384","24,903","12,652","15,777","6,796","14,384","60,262","119,612","95,739","41,171","45,219","39,211","78,900","58,795","32,586","53,709","52,305","25,777","13,215","18,680","18,730","10,507","7,661","6,758","6,480","3,094","2,725","1,919","1,578","2,515","2,365","3,517","3,407","3,410","3,300","3,192","3,214","3,415","2,206","1,621","2,977","3,677","3,354",798
804,"1,883","5,433","6,315","3,447",0,"4,622","4,542","2,503","1,865","4,997","3,354","4,137","2,653","3,833","4,268","4,008","3,840","2,470","4,929","1,769","4,921",0,"7,252","1,445",780,0,0,0,210,"8,931","11,889","4,730","4,096","4,621",902,893,719,741,0,0,441,449,0,0,768,782,0,"1,174","2,589","2,065",562,"1,627"
805,"5,412","3,695","2,388","2,148","1,584","1,606","1,604","1,755",946,"2,203","1,598","1,594","1,649","1,670","1,665","1,828","1,865","1,989","2,009","1,964","1,955","6,258","9,420","9,746","9,038","9,499","11,245","11,202","10,678","11,534","11,257","9,547","9,082","9,419","8,943","7,539","6,276","5,666","5,776","6,168","5,248","5,821","5,861","6,221","6,410","8,340","8,438","7,212","7,937","8,062","5,239","1,929"
806,"4,204","6,965","20,475","24,456","14,857","18,459","19,727","27,821","23,903","53,742","33,403","37,233","27,269","18,141","49,511","67,593","60,661","45,540","53,559","36,704","39,880","36,270","22,644","21,740","16,477","17,046","40,276","44,554","30,315","25,761","27,448","16,752","16,404","9,280","4,530","6,407","2,123","1,010",0,0,0,0,760,"5,622","4,453","6,454","2,615","3,798","20,224","19,104","10,847","19,345"
807,"8,936","4,269","5,845","6,691","4,149","6,077","5,880","5,088","2,461","6,797","5,385","8,209","16,397","18,181","19,802","20,405","17,707","16,073","12,268","13,163","12,599","15,822","18,890","16,318","17,218","18,172","21,942","21,384","21,442","23,312","23,604","19,980","5,638",0,0,"9,131","9,494","12,258","12,573","12,930","12,182","10,465","13,792","17,745","14,959","13,871","12,577","14,960","15,707","15,256","12,509","13,617"
808,"18,592","13,508","13,763","15,604","12,098","15,041","15,925","14,584","8,091","21,197","17,999","17,449","15,935","17,845","18,464","18,126","16,325","14,807","19,129","19,525","18,708","16,197","17,010","17,345","16,363","16,701","15,563","15,759","14,717","14,655","14,982","15,576","15,759","17,043","13,492","13,412","13,144","13,056","12,955","11,182","10,339","8,561","8,495","5,676","5,239","4,399","3,987","5,139","4,431","4,997","3,317","5,388"
809,0,0,0,0,"4,407","11,079","18,904","12,380","4,816","20,535","21,187","15,454","1,538","15,902","35,203","36,585","3,211",0,0,0,"5,876","2,925","3,559","3,422","2,761","2,055","6,893","18,732","27,551","26,473","41,826","26,062","10,656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
